episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
272,14,12,Jade in the Shade,2024-03-10,2024,7.6,5,"On a tour of the town's bootlegging history, Linda and Louise stumble into a treasure-hunting adventure. Meanwhile, Bob, Tina and Gene play host to a group of street performers looking to settle a beef.",Matthew Long,Jon Schroeder,0.79,22,5165370,Jade in the Shade,"Sun, Mar 10, 2024","Linda and Louise stumble into a treasure-hunting adventure on a tour of the town's bootlegging history; Bob, Tina and Gene play host to a group of street performers looking to settle a beef.",7.8,485,"https://m.media-amazon.com/images/M/MV5BYjVmZmFkZDctNGE2MC00OWM0LTk3NjItMTAzMDVmYjY4ZGYzXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt31450468/?ref_=ttep_ep_12,FALSE,David Zayas,Bubble Master
273,14,13,Butt Sweat and Fears,2024-05-19,2024,7.4,5,"Tina is determined to get some upper butt action at Chelsea's party, but in her attempts to dry off her nervous butt sweat, her skirt ends up stuck in the dryer. Meanwhile, Teddy tries to get in on the family's competition of building objects from the basement trash.",Brian Loschiavo,Holly Schlesinger,0.59,22,5192306,Butt Sweat and Fears,"Sun, May 19, 2024","Tina gets her skirt stuck in the dryer when she tries to dry off her butt sweat at Chelsea's party, where she anticipates upper butt action; Teddy tries to join the Belchers' competition of building objects from the basement trash.",7.6,484,"https://m.media-amazon.com/images/M/MV5BZDA2OTYxMmMtZTc2NC00NDI1LWJjOGItZTNmMjllNzY3OWVmXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,500,281_.jpg",https://www.imdb.com/title/tt32143987/?ref_=ttep_ep_13,FALSE,NA,NA
274,14,14,The Big Stieblitzki,2024-09-08,2024,7.3,3,"When the family gets invited to Rudy's father's birthday party, they scramble to make him look better than Paul, who's trying to hit on Rudy's mother. Meanwhile, Tina attempts to convince a woman to commit to a relationship with Rudy's father.",Ryan Mattos,Scott Jacobson,1.91,22,5550632,The Big Stieblitzki,"Sun, Sep 8, 2024",The Belchers get invited to Rudy's father's birthday party and try to make him look better than Rudy's Mom's new boyfriend; Tina attempts to convince a woman to commit to a relationship with Rudy's father.,7.6,421,"https://m.media-amazon.com/images/M/MV5BOGZmMmFkOTAtMTNlOS00MjQ1LWE3YTgtY2JmYjY4MDEzNzg2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt32952069/?ref_=ttep_ep_14,FALSE,Blair Socci,Rachel
275,14,15,The Right Tough Stuff,2024-09-15,2024,7.7,3,"When Gayle tells the family she's sending in an audition tape to be on Tough Stuff Island, Linda is determined to make her tape boring to save her from being humiliated on a rejection reel. Bob struggles with his new electric grinder while the kids secretly attempt to make Gayle's tape more interesting.",Chris Song,Rich Rinaldi,0.77,22,5550635,The Right Tough Stuff,"Sun, Sep 15, 2024","When Gayle tells the Belchers about her plans to send an audition tape for Tough Stuff Island, Linda tries to make her tape boring and the kids try to make it more interesting; Bob struggles with his new electric grinder.",7.6,415,"https://m.media-amazon.com/images/M/MV5BZmI5ZGEwODctODkyMS00MGE0LTkxNTEtY2FkOTRjZjM3Njg4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt32952110/?ref_=ttep_ep_15,FALSE,NA,NA
276,14,16,To Catch a Beef,2024-09-22,2024,7.3,3,"When Bosco goes to Bob needing to learn how to make a burger for an undercover mission to oust criminal and burger joint owner Vincent Balicki, it becomes obvious that the sergeant is severely lacking in cooking knowledge. As Bob's family constantly halts any progress in Bob's lessons, Bosco, still unseasoned, goes to his interview, only to meet with his potential criminal employer again back at Bob's Burgers for a spontaneous burger-making test.",Matthew Long,Jameel Saleem,0.99,22,5550639,To Catch a Beef,"Sun, Sep 22, 2024",Sergeant Bosco goes to Bob to learn how to cook burgers for an undercover mission to oust criminal burger joint owner Vincent Balicki.,7.8,427,"https://m.media-amazon.com/images/M/MV5BZTg0NDFjMDEtOTQxYS00NmEwLWI1NmYtODQ1YmM2OTgzNmNlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt32952214/?ref_=ttep_ep_16,FALSE,NA,NA
277,15,1,The Tina Table: The Tables Have Tina-Ed,2024-09-29,2024,8.2,4,"Tina attempts to save her school news segment by interviewing Mr. Frond about his revolutionary new computer game. Meanwhile, Bob and Linda entertain Teddy by making up the plots to popular horror movies they haven't seen.",Bernard Derriman,Greg Thompson,0.72,22,5431064,The Tina Table: The Tables Have Tina-ed,"Sun, Sep 29, 2024",Tina interviews Mr. Frond about his revolutionary computer game in an attempt to save her school news segment; Bob and Linda make up the plots to popular horror movies they haven't seen to entertain Teddy.,7.5,487,"https://m.media-amazon.com/images/M/MV5BZjNlMjg4ZDktNmJhZC00OTVlLWJmMDctMjJmMjAzZGRkMDRkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt26457876/?ref_=ttep_ep_1,FALSE,NA,NA
278,15,2,Saving Favorite Drive-In,2024-10-06,2024,8.7,3,"When the Belchers visit the local drive-in, Bob comes up with a plan to save the theater from closing. Meanwhile, Linda accidentally insults another mom while on a group text chain, and Louise and Gene hide from Tina after stealing some of her favorite candy.",Brian Loschiavo,Katie Crown,0.75,22,5484010,Saving Favorite Drive-In,"Sun, Oct 6, 2024",Bob comes up with a plan to save the local drive-in theater from closing; Linda accidentally insults another mom on a group text chain; Louise and Gene hide from Tina when they steal some of her favorite candy.,8,517,"https://m.media-amazon.com/images/M/MV5BM2E4ZjQ3YmItYjkwOS00OWQ5LThkMjAtZjNjNzUzYWMyOGE2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt33482013/?ref_=ttep_ep_2,FALSE,Paulina Alexis; Pam Grier; Nasser Samara,Ramona; Evelyn; Quinn
279,15,3,Colon-ly the Dronely,2024-10-20,2024,8,4,"Linda agrees to drive Teddy to pick up Kathleen from her colonoscopy after he accidentally injures himself. Meanwhile, the kids concoct a scheme to prank an overhead drone which is set to film the school from above.",Ryan Mattos,Lindsey Stoddart,1.38,21,5484012,Colon-ly the Dronely,"Sun, Oct 20, 2024",Linda drives Teddy to help him pick up Kathleen from her colonoscopy after he hurts himself; the Belcher kids plan to prank a drone that's set to film the school from above.,7.7,479,"https://m.media-amazon.com/images/M/MV5BOWU2NTY2YzYtNDViMS00NjY1LWEzYTYtMjViYjkxMzY4ODI3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt33621285/?ref_=ttep_ep_3,FALSE,Janine Harouni; Lina Hayek; Piter Marek; Laith Nakli,Dania; Hana; Sam; Papou
280,15,4,For Whom the Doll Toes,2024-10-27,2024,8.4,5,It's a mystery within a mystery as Louise stages a murder mystery in a creepy old dollhouse store for reasons that she has trouble explaining.,Simon Chong,Loren Bouchard,0.71,22,5484018,For Whom the Doll Toes,"Sun, Oct 27, 2024",Louise stages a murder mystery in a creepy old dollhouse store for reasons she can't explain.,8,542,"https://m.media-amazon.com/images/M/MV5BODYwNjEzMjYtYmU4Zi00YTY1LTkyZWEtMTJlMzhmNjFhNjcxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt33848067/?ref_=ttep_ep_4,FALSE,NA,NA
281,15,5,Don't Stop Be-Cheesin,2024-11-03,2024,8,4,"Louise trains Tina to be the last student standing during an all-out cheese throwing battle against the other eighth graders. Meanwhile, Bob and Teddy teach Linda how to successfully eavesdrop on customers' conversations without getting caught.",Chris Song,Dan Fybel,1.05,22,5550659,Don't Stop Be-Cheesin,"Sun, Nov 3, 2024",Louise trains Tina to be the last student standing in a cheese throwing fight against the other eighth graders; Bob and Teddy teach Linda how to eavesdrop on customers' conversations without getting caught.,7.7,466,"https://m.media-amazon.com/images/M/MV5BMTEyNDY4YjMtZWYyNi00MThlLThkNmEtYmY0NDA1ZGJkZGZmXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt34207632/?ref_=ttep_ep_5,FALSE,NA,NA
282,15,6,Hope N' Mic Night,2024-11-10,2024,8.25,4,"The kids want to host an open mic night at the restaurant, but the hidden costs keep mounting and Bob worries that this night will ruin them.",Simon Chong,Loren Bouchard,0.71,22,5550662,Hope N' Mic Night,"Sun, Nov 10, 2024","The kids want to host an open mic night at the restaurant, but the hidden costs keep mounting and Bob worries it'll ruin them.",8.3,628,"https://m.media-amazon.com/images/M/MV5BOTM0YTExMjAtZTgwZS00YTRlLWIzNDQtZjc2NWFkMzgyYTQwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt34357665/?ref_=ttep_ep_6,FALSE,Connor Ratliff,Fire Marshal
283,15,7,Boogie Days,2024-11-24,2024,8.25,4,Bob's past comes back to haunt him when Louise signs up for a father-daughter boogie board contest.,Brian Loschiavo,Jon Schroeder,1.32,22,5721644,Boogie Days,"Sun, Nov 24, 2024",Bob's past comes back to haunt him when Louise signs up for a father-daughter boogie board contest.,7.4,422,"https://m.media-amazon.com/images/M/MV5BM2VhZGQ0MTYtNTZhZi00OWEzLTkxNWQtMGY3MjA3OTI1Y2NhXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,500,281_.jpg",https://www.imdb.com/title/tt34512189/?ref_=ttep_ep_7,FALSE,Faruq Tauheed,Lou
284,15,8,"They Slug Horses, Don't They?",2024-12-08,2024,8.5,2,"Tina and Louise get into an argument that escalates across several graphic ""apology"" cards.",Bernard Derriman,Nora Smith,1.03,22,5783294,"They Slug Horses, Don't They?","Sun, Dec 8, 2024","Tina and Louise get into an argument that escalates across several graphic ""apology"" cards.",8.4,733,"https://m.media-amazon.com/images/M/MV5BOTZjZThkNjMtOTRmMC00ZGY0LWI1NGQtNDk1N2M1MzJjZDhjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt34730473/?ref_=ttep_ep_8,FALSE,NA,NA
285,15,9,Dog Christmas Day After Afternoon,2024-12-15,2024,9,2,"A family trip to see Christmas lights turns into a rescue mission, in more ways than one.",Chris Song,Steven Davis,1.16,22,5783299,Dog Christmas Day After Afternoon,"Sun, Dec 15, 2024",The Belchers' family trip to see Christmas lights becomes a rescue mission in more ways than one.,8.1,462,"https://m.media-amazon.com/images/M/MV5BMzFmYTkyYzktOTI0Yy00ZjVhLTgzM2MtNmY2NjY4ZDI4NzJhXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt34791042/?ref_=ttep_ep_9,TRUE,NA,NA
286,15,10,Advice Things Are Ad-nice,2024-12-29,2024,9,2,Tina becomes the new advice columnist for the school newspaper. Teddy takes on more than he can handle when he volunteers to build a float for the Bounty of the Bay Parade.,Ryan Mattos,Holly Schlesinger,1.2,22,5832759,Advice Things Are Ad-nice,"Sun, Dec 29, 2024",Tina becomes the new advice columnist for the school newspaper; Teddy takes on more than he can handle when he volunteers to build a float for the Bounty of the Bay Parade.,7.4,393,"https://m.media-amazon.com/images/M/MV5BNzI4YmI5OTEtOWE0My00ZGFmLWEyZjYtZjNmMWU1NzEzOWQ5XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt34984702/?ref_=ttep_ep_10,FALSE,NA,NA
287,15,11,Mr. Fischoeder's Opus,2025-05-18,2025,7,2,"When the Belchers' landlord, Mr. Fischoeder, offers them two months free rent in exchange for catering an important reception at his house, the family must do everything they can to ensure the event goes perfectly.",Brian Loschiavo,Scott Jacobson,0.52,22,6170147,Mr. Fischoeder's Opus,"Sun, May 18, 2025","Mr. Fischoeder offers the Belchers two months free rent in exchange for catering an important reception at his house, so the family does everything they can to make sure the event goes perfectly.",7.7,367,"https://m.media-amazon.com/images/M/MV5BMDdkMDQxOGEtZWRkOC00YWM2LThiYTYtYTY1OGU3ZTI1YzQ1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36684224/?ref_=ttep_ep_11,FALSE,Stephen Root,Jackson
288,15,12,Like a Candle in the Gym,2025-05-29,2025,7,2,"The Belchers run into Coach Blevins while on a family walk and find him selling sweat-scented candles, which Gene and Louise discover to be a cover for Blevins' scheme to sell sweat samples for DNA mining.",Chris Song,Lindsey Stoddart,0.64,22,6182805,Like a Candle in the Gym,"Thu, May 29, 2025","Linda forces the Belchers to go on a family walk, during which the kids stumble onto a conspiracy theory about their gym teacher, Coach Blevins.",7.3,338,"https://m.media-amazon.com/images/M/MV5BMzBjZDRiNzgtODc3My00NGY4LTlmYWItNmU5NTNkZGFiOGJjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36861477/?ref_=ttep_ep_12,FALSE,NA,NA
289,15,13,Snackface,2025-06-05,2025,7.5,2,"Tina, Gene and Louise strike it rich in the illegal snack business at school, but the addition of a new member to their ""cartel"" threatens to destroy it.",Ryan Mattos,Rich Rinaldi,0.53,22,6182808,Snackface,"Thu, Jun 5, 2025","Louise starts an illegal snack trade at school with Gene and Tina, but tensions rise when a rival snack business emerges; Bob and Linda face a laptop crisis, forcing them to choose between family memories and bookkeeping records.",7.7,328,"https://m.media-amazon.com/images/M/MV5BMmVlNDRlNTItZDI4OC00NmMwLTg5OWItZDk4MjdlYWM3MGQ1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36980689/?ref_=ttep_ep_13,FALSE,Sam Richardson,Dave
290,15,14,The Place Beyond the Pinecones,2025-06-12,2025,7,2,"Tina and the Thundergirls spend the night in the woods, and Tina faces something even scarier than her nemesis, Troop 257.",Brian Loschiavo,Katie Crown,0.8,22,6243584,The Place Beyond the Pinecones,"Thu, Jun 12, 2025","Tina embarks on a scavenger hunt for the ""golden pinecone"" during an overnight orienteering trip and gets trapped in an etiquette camp for good girls when she and her fellow Thundergirls get lost in the woods.",7.6,347,"https://m.media-amazon.com/images/M/MV5BOTk0ODYyMGMtNzQ5Ni00M2M0LWI5NTMtYTA1ZDQ3MGY1MDliXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36980733/?ref_=ttep_ep_14,FALSE,NA,NA
291,15,15,The Lost City of Atlantic,2025-06-19,2025,7,2,The Belchers have a wild night at a casino and Linda learns more about her late grandfather than she wanted to know.,Chris Song,Dan Fybel,0.71,22,6243585,The Lost City of Atlantic,"Thu, Jun 19, 2025",The Belchers have a wild night at a casino and Linda learns more about her late grandfather than she wanted to know.,8.2,399,"https://m.media-amazon.com/images/M/MV5BNTlhZmFiNjktMDdmOS00N2EzLWE2NzQtODQxY2M4NGFkMTU2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36981015/?ref_=ttep_ep_15,FALSE,Maggie Wheeler,Shirley
292,15,16,The Shell Game,2025-07-03,2025,7,2,Bob competes in a Bachelor-style competition to inherit Mr. Fischoeder's 100-year-old giant tortoise.,Chris Song,Greg Thompson,0.58,22,6296192,The Shell Game,"Thu, Jul 3, 2025",Bob competes in a Bachelor-style competition to inherit Mr. Fischoeder's 100-year-old giant tortoise.,7.3,322,"https://m.media-amazon.com/images/M/MV5BZjVhMDRkOWYtZmYwMS00ZWFkLTgyOWItZWY1MDMwNDk2NGMyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37338247/?ref_=ttep_ep_16,FALSE,NA,NA
293,15,17,Wild Steal-ions,2025-07-10,2025,6.5,2,Tina's lost book of semi-erotic Horse-torical Fiction lands in the hands of a mysterious stranger with nefarious intentions.,Ian Hamilton,Brian Wylie,0.68,22,6330492,Wild Steal-ions,"Thu, Jul 10, 2025",Tina's lost book of semi-erotic Horse-torical Fiction lands in the hands of a mysterious stranger with nefarious intentions.,7.2,358,"https://m.media-amazon.com/images/M/MV5BZTJkNTVmMzEtOTEyNS00MGUwLTk1ODgtZTk5YTQ4MGRmNzU0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37338459/?ref_=ttep_ep_17,FALSE,Mitra Jouhari,Regan
294,15,18,"Don't Worry, Be Hoopy",2025-07-17,2025,6.5,2,Tina must confront her fear and her past when she advances to the County Finals of a national free throw competition.,Ryan Mattos,Lindsey Stoddart,0.6,22,6342697,"Don't Worry, Be Hoopy","Thu, Jul 17, 2025",Tina must confront her fear and her past when she advances to the County Finals of a national free throw competition.,7.3,316,"https://m.media-amazon.com/images/M/MV5BM2UyMWE1NWYtYjI3OS00ODJjLTg0MTYtNDkxYjA4MDlhMzExXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37468577/?ref_=ttep_ep_18,FALSE,NA,NA
295,15,19,The Dead Bo-ats Society,2025-07-31,2025,7,2,"The kids explore a marine scrapyard in search of adventure, but the trip takes a dangerous turn.",Ryan Mattos,Jameel Saleem,0.62,22,6342698,The Dead Bo-ats Society,"Thu, Jul 31, 2025","The kids explore a marine scrapyard in search of adventure, but the trip takes a dangerous turn.",7.7,288,"https://m.media-amazon.com/images/M/MV5BMGM0NWQ3ZDAtYzZhNy00YWYwLWJhZWItN2FjOGIzMjdlYWI2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37543506/?ref_=ttep_ep_19,FALSE,NA,NA
296,15,20,Dad-urday Kite Fever,2025-07-31,2025,7,2,"When Big Bob brings over a kite from Bob's childhood, Bob is determined to fly it with his kids. Meanwhile, Teddy seeks Linda's help in rehearsing for a play.",Brian Loschiavo,Scott Jacobson,0.51,22,6376375,Dad-urday Kite Fever,"Thu, Jul 31, 2025",Bob is determined to fly a kite from his childhood with his kids; Teddy asks Linda for help rehearsing for a play.,7.5,289,"https://m.media-amazon.com/images/M/MV5BYzAzNDg2OTQtNjUxOS00YWNlLTk0NmUtNzAwZWNkNmY2OTJjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37543509/?ref_=ttep_ep_20,FALSE,NA,NA
297,15,21,Mr. Safebody,2025-08-07,2025,7,2,Louise's schoolmate Arnold enlists her to direct a promotional video for his new bodyguarding business; a stolen car blasting 90's alternative rock is abandoned outside of the restaurant.,Chris Song,Steven Davis,0.68,22,6376376,Mr. Safebody,"Thu, Aug 7, 2025",Louise's schoolmate Arnold enlists her to direct a promotional video for his new bodyguarding business; a stolen car blasting 90's alternative rock is abandoned outside of the restaurant.,7.1,265,"https://m.media-amazon.com/images/M/MV5BY2EzMTc3ZDQtNDFmZS00MDE5LTgyYWItNmZjZTVkYjYxNzQwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37592952/?ref_=ttep_ep_21,FALSE,NA,NA
298,15,22,InsomniBob,2025-08-14,2025,8,2,"Insomnia sends Bob on a creative spree in the kitchen, but at what cost?",Ryan Mattos,Jon Schroeder,0.79,22,6376377,Insomnibob,"Thu, Aug 14, 2025",Insomnia sends Bob on a creative spree in the kitchen.,8.1,322,"https://m.media-amazon.com/images/M/MV5BMjQwYzhhNDEtMWNkYy00MjM4LTgzNzktZTliNzgwNWFhZmRhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt37599389/?ref_=ttep_ep_22,FALSE,NA,NA
299,16,1,Grand Pre-Pre-Opening,2025-09-28,2025,8.3,3,"In the 300th episode, Bob can't decide whether to raise the prices as flashbacks occur to when Bob and Linda first opened the restaurant and Linda was pregnant with Tina.",Chris Song,Loren Bouchard & Nora Smith,0.63,21,6408988,Grand Pre-Pre-Pre-Opening,"Sun, Sep 28, 2025",Bob and Linda are on the verge of a big decision which brings up memories of when the restaurant first opened; the kids embark on a new musical project.,9.3,623,"https://m.media-amazon.com/images/M/MV5BNzZmNjE4NjUtZjQ0NC00Mzk3LTg0MjEtOGVjMjUwOWVhOTdlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36431668/?ref_=ttep_ep_1,FALSE,NA,NA
300,16,2,'Til Death Do Us Art,2025-10-05,2025,5,1,Linda becomes concerned when Gayle turns her love life into a performance art piece.,Brian Loschiavo,Katie Crown,0.9,21,6513875,Til Death Do Us Art,"Sun, Oct 5, 2025",Linda becomes concerned when Gayle turns her love life into a performance art piece.,7.4,302,"https://m.media-amazon.com/images/M/MV5BNjJjM2E5MjAtOGMyNS00MWU5LWJmZmUtYjQ5MWUwZmU5NjM2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36431657/?ref_=ttep_ep_2,FALSE,NA,NA
301,16,3,The Twinnening,2025-10-19,2025,6,2,Teddy takes a handyman job next door to the restaurant and finds himself trapped inside a store full of spooky antiques.,Ryan Mattos,Kelvin Yu,1.17,21,6552617,The Twinnening,"Sun, Oct 19, 2025",Teddy takes a handyman job next door to the restaurant and finds himself trapped inside a store full of spooky antiques.,7.8,317,"https://m.media-amazon.com/images/M/MV5BMmFjY2NlNGItYmUwYi00YThkLTg2MmYtYmZlODU2Yzk0OWE5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt36431661/?ref_=ttep_ep_3,FALSE,Jamie Demetriou,Gabriel / Gideon
