magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,2008,November,32,7,p.04-05,Bardot,Cesar Britez,NA,4,2
Heavy Metal,2008,November,32,7,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2008,November,32,7,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2008,November,32,7,p.13,Tarot Cards: Queen Of Cups,JulieBell,NA,13,1
Heavy Metal,2008,November,32,7,p.14,Tarot Cards: Four Of Wands,Anthony Palumbo,NA,14,1
Heavy Metal,2008,November,32,7,p.15,Tarot Cards: Eight Of Swords,David Palumbo,NA,15,1
Heavy Metal,2008,November,32,7,p.18-25,The Singularity,Ricardo Gonzlez Llarena and Axel Medellin Machain,NA,18,8
Heavy Metal,2008,November,32,7,p.28-29,Dossier:1933: A Year To Remember!,Steven C. Ringgenberg,NA,28,2
Heavy Metal,2008,November,32,7,"p.30-54, 95",Felicidad2: The Other World,115 - Thomas Mosdi and Vincent Froissard,NA,30,26
Heavy Metal,2008,November,32,7,p.56-65,TearsOf Gold,"Alejandro Jodorowsky, Jos Ladrnn, and Ral Trevio",NA,56,10
Heavy Metal,2008,November,32,7,p.68-75,A Rose In Winter,Mikel Jann,NA,68,8
Heavy Metal,2008,November,32,7,p.78-82,Calling The Deep,AveryButterworth,NA,78,5
Heavy Metal,2008,November,32,7,p.86-93,Even Demons Have A Heart,George Popescu and RiccardoFarina,NA,86,8
Heavy Metal,2008,November,32,7,p.119-122,Artist Studio: Melanie Delon,"""Artist Studio: Melanie Delon""",NA,119,4
Heavy Metal,2009,January,32,9,Cover,NA,"""Winter Witch"" - Koveck",NA,0,1
Heavy Metal,2009,January,32,9,p.04-05,Murderous Goblin,J.M. DeSantis,NA,4,2
Heavy Metal,2009,January,32,9,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,January,32,9,p.06,LettersTo The Editor,"""LettersTo The Editor""",NA,6,1
Heavy Metal,2009,January,32,9,p.08-11,Gallery: Matthew Laznicka,"""Gallery: Matthew Laznicka""",NA,8,4
Heavy Metal,2009,January,32,9,p.13,TarotCards: Nine Of Pentacles,Julie Bell,NA,13,1
Heavy Metal,2009,January,32,9,p.14,Tarot Cards: King Of Swords,Boris Vallejo,NA,14,1
Heavy Metal,2009,January,32,9,p.15,Tarot Cards: Page Of Wands,Anthony Palumbo,NA,15,1
Heavy Metal,2009,January,32,9,p.18,Dossier: The Man Who Was The King,Steven C. Ringgenberg and JackKirby,NA,18,1
Heavy Metal,2009,January,32,9,p.18,Dossier: King Of All Collectibles,Steven C. Ringgenberg,NA,18,1
Heavy Metal,2009,January,32,9,p.19,Dossier: Vampira: The Movie,Steven C. Ringgenberg,NA,19,1
Heavy Metal,2009,January,32,9,p.22-27,The Meat,Roberto Ricci and Matteo Simonacci,NA,22,6
Heavy Metal,2009,January,32,9,"p.29-60,89-117",24 Hour Man: Part 2,"Joe Pearson, Jeff Conner, Young Ki Yoon,and Sungha Hwang",NA,29,61
Heavy Metal,2009,January,32,9,p.62-66,Somewhere On The East River,James Ortega,NA,62,5
Heavy Metal,2009,January,32,9,p.67-78,Slaughter Of The Exterminators,Horatio Weisfeld and RafaelKayanan,NA,67,12
Heavy Metal,2009,January,32,9,p.79-86,The Kiss,Ferran Xalabarder,NA,79,8
Heavy Metal,2009,January,32,9,p.119-122,ArtistStudio: Gabriel Ippoliti,"""ArtistStudio: Gabriel Ippoliti""",NA,119,4
Heavy Metal,2009,January,32,9,Back Cover,NA,Young Ki Yoon,NA,123,1
Heavy Metal,2009,March,33,1,Cover,NA,Leo Leibelman,NA,0,1
Heavy Metal,2009,March,33,1,p.04-06,Rifle Girl,Warwick Fraser-Coombe,NA,4,3
Heavy Metal,2009,March,33,1,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,March,33,1,p.08-09,Dossier: AnInterview With Mike Hoffman,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2009,March,33,1,p.09,"Dossier: Faster,Pussycat... Kill! Kill!",Steven C. Ringgenberg and Mark Alfrey,NA,9,1
Heavy Metal,2009,March,33,1,p.16,Tarot Cards: Six Of Cups,AnthonyPalumbo,NA,16,1
Heavy Metal,2009,March,33,1,p.17,Tarot Cards: Three Of Swords,Julie Bell,NA,17,1
Heavy Metal,2009,March,33,1,p.18,TarotCards: Page Of Cups,David Palumbo,NA,18,1
Heavy Metal,2009,March,33,1,p.20-27,Supermonsters A Go Go,"Rita Gorgoni, Stefano Cardoselli, and Philip Fuller",NA,20,8
Heavy Metal,2009,March,33,1,"p.28-54, 95",Biocosmosis: Enone,"118 -Edvin Volinski, Nikodem Cabala, and Grzegorz Krysinski",NA,28,28
Heavy Metal,2009,March,33,1,p.58-65,The Other Butterfly Effect,Ricardo Gonzlez Llarena and AxelMedellin Machain,NA,58,8
Heavy Metal,2009,March,33,1,p.68-77,Nocturnal Reflections,"Luciano Vecchio andLeandra ""Lean"" Martnez",NA,68,10
Heavy Metal,2009,March,33,1,p.79-86,The Legends Of Adriano's Wall,BrunoStahl and Elizabeth Firestone,NA,79,8
Heavy Metal,2009,March,33,1,p.90-93,Sataka,Luis Royo,NA,90,4
Heavy Metal,2009,March,33,1,Back Cover,NA,"""Mea Culpa"" - Erich Schreiner",NA,94,1
Heavy Metal,2009,May,33,3,Cover,NA,"""Rhiannon"" - Michael Calandra",NA,0,1
Heavy Metal,2009,May,33,3,p.04-05,Girl Pants,CarlesDe Miguel,NA,4,2
Heavy Metal,2009,May,33,3,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,May,33,3,p.06,Letters ToThe Editor,"""Letters ToThe Editor""",NA,6,1
Heavy Metal,2009,May,33,3,p.08-11,Gallery: Ural Ukyuz,"""Gallery: Ural Ukyuz""",NA,8,4
Heavy Metal,2009,May,33,3,p.13,Tarot Cards: AceOf Wands,Boris Vallejo,NA,13,1
Heavy Metal,2009,May,33,3,p.14,Tarot Cards: Ace Of Cups,Julie Bell,NA,14,1
Heavy Metal,2009,May,33,3,p.15,Tarot Cards: Ace Of Pentacles,David Palumbo,NA,15,1
Heavy Metal,2009,May,33,3,p.18-19,Dossier:A Passionate Book About A Passionate Artist,Steven C. Ringgenberg andDave Stevens,NA,18,2
Heavy Metal,2009,May,33,3,p.19,Dossier: The Queen Of Hearts Takes Her Last Bow,StevenC. Ringgenberg and Bettie Page,NA,19,1
Heavy Metal,2009,May,33,3,p.21-24,False Gods,Santiago Casaresand Miguel Mora,NA,21,4
Heavy Metal,2009,May,33,3,"p.25-53, 98",Requiem #7,"116 - Pat Mills, Olivier Ledroit,and Jacques Collin",NA,25,30
Heavy Metal,2009,May,33,3,p.56-63,Killer Ball,"Stefano Cardoselli, MarcoDella Verde, and Rita Gorgoni",NA,56,8
Heavy Metal,2009,May,33,3,p.66-72,Prized Fight,Craig Richlenand Tyler Richlen,NA,66,7
Heavy Metal,2009,May,33,3,p.74-77,Run Away,"Marco Belli, Gabriele Parma, andOscar Celestini",NA,74,4
Heavy Metal,2009,May,33,3,p.78-85,Fire Singer,"Bernd Frenz, Oliver Ferreira,and Holger Bommer",NA,78,8
Heavy Metal,2009,May,33,3,p.87-92,The Living City,George Todorovski,NA,87,6
Heavy Metal,2009,May,33,3,p.94,Caveman,Tayyar zkan,NA,94,1
Heavy Metal,2009,May,33,3,p.95,Caveman,Tayyar zkan,NA,95,1
Heavy Metal,2009,July,33,4,Cover,NA,Simon Bisley,NA,0,1
Heavy Metal,2009,July,33,4,p.04-05,Photograph,Lisa Berczel and Adam Chilson,NA,4,2
Heavy Metal,2009,July,33,4,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,July,33,4,p.06,Letters To TheEditor,Intone Flux and Kevin Eastman,NA,6,1
Heavy Metal,2009,July,33,4,p.08-09,Dossier: Getting ComicalWith Jane Wiedlin,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2009,July,33,4,p.11-14,Gallery On DeadMoon: Luis Royo,"""Gallery On DeadMoon: Luis Royo""",NA,11,4
Heavy Metal,2009,July,33,4,p.16,Tarot Cards: Five Of Wands,Boris Vallejo,NA,16,1
Heavy Metal,2009,July,33,4,p.17,Tarot Cards: Knight Of Pentacles,David Palumbo,NA,17,1
Heavy Metal,2009,July,33,4,p.18,Tarot Cards:Three Of Cups,Anthony Palumbo,NA,18,1
Heavy Metal,2009,July,33,4,p.20-27,Mission Accomplished,"BerndFrenz, Grunewald, and Holger Bommer",NA,20,8
Heavy Metal,2009,July,33,4,p.30-33,The Slayer Of OakwoodManor,Boris Koch and Klaus Scherwinski,NA,30,4
Heavy Metal,2009,July,33,4,"p.35-59, 97",Borgia: FlamesFrom Hell,"117 - Alejandro Jodorowsky and Maurilio ""Milo"" Manara",NA,35,26
Heavy Metal,2009,July,33,4,p.62-66,Orson!,Adrian Bamforth,NA,62,5
Heavy Metal,2009,July,33,4,p.68-79,The Coffins Will Dance No More,StphaneBetbeder and Pierre Droal,NA,68,12
Heavy Metal,2009,July,33,4,p.82-89,Safe Sex,Alessio Landi and LauraSpianelli,NA,82,8
Heavy Metal,2009,July,33,4,p.92-95,Apocalypse,Jerome Eyquem,NA,92,4
Heavy Metal,2009,July,33,4,p.119-122,Artist'sStudio: Simon Anderson-Carr,"""Artist'sStudio: Simon Anderson-Carr""",NA,119,4
Heavy Metal,2009,July,33,4,Back Cover,NA,"""Spacehottie"" - Mark Dunn",NA,123,1
Heavy Metal,2009,September,33,6,Cover,NA,Nathan Fox and Jeromy Cox,NA,0,1
Heavy Metal,2009,September,33,6,p.05,Voodoo Priestess,Adam Geyer,NA,5,1
Heavy Metal,2009,September,33,6,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,September,33,6,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2009,September,33,6,p.14-15,"Dossier:This Time, It's All About Frank",Steven C. Ringgenberg and Frank Frazetta,NA,14,2
Heavy Metal,2009,September,33,6,p.17,Tarot Cards: The Magician,Boris Vallejo,NA,17,1
Heavy Metal,2009,September,33,6,p.18,Tarot Cards:Seven Of Wands,Anthony Palumbo,NA,18,1
Heavy Metal,2009,September,33,6,p.19,Tarot Cards: Page Of Swords,JulieBell,NA,19,1
Heavy Metal,2009,September,33,6,p.21-28,Tempus Fugit,"Abraham Martnez Azuara, Vctor DavidCant, Anglica Bracho, and Alejandro Paniagua",NA,21,8
Heavy Metal,2009,September,33,6,p.30-37,A Woman For AllThe Seasons,Giorgio Pontrelli and Lorenzo Bartoli,NA,30,8
Heavy Metal,2009,September,33,6,"p.38-62, 104",FluorescentBlack: Part Two: One Way Out,"126 - Matt F. Wilson, Nathan Fox, and JeromyCox",NA,38,26
Heavy Metal,2009,September,33,6,p.66-75,"Carl, The Cat That Makes Peanut Butter Sandwiches: SpaceIs The Place",Jim Mahfood and Justin Stewart,NA,66,10
Heavy Metal,2009,September,33,6,p.78-86,My Kingdom ForAn Apple,Ferran Xalabarder,NA,78,9
Heavy Metal,2009,September,33,6,p.90-101,Colt The Outlander: Dog Star,"Robert C. Aradio, Dominic Aradio Jr., and Dante Giovanni",NA,90,12
Heavy Metal,2009,September,33,6,p.127-130,Artist'sStudio: Jess Garca,"""Artist'sStudio: Jess Garca""",NA,127,4
Heavy Metal,2009,September,33,6,Back Cover,NA,Nathan Fox and Jeromy Cox,NA,131,1
Heavy Metal,2009,November,33,7,Cover,NA,"""The Scavenger"" - David Palumbo",NA,0,1
Heavy Metal,2009,November,33,7,p.04-05,The Witch Queen,Alan Welch,NA,4,2
Heavy Metal,2009,November,33,7,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2009,November,33,7,p.06,LettersTo The Editor,"Kevin ""REB2112"" and Kevin Eastman",NA,6,1
Heavy Metal,2009,November,33,7,p.08-09,Dossier: BrianPulido's Grave Undertaking,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2009,November,33,7,p.09,Dossier: DescendingInto The Maelstrom Of The Frazetta-Verse,Steven C. Ringgenberg,NA,9,1
Heavy Metal,2009,November,33,7,p.17,Tarot Cards: Two Of Wands,DavidPalumbo,NA,17,1
Heavy Metal,2009,November,33,7,p.18,Tarot Cards: Eight Of Cups,Boris Vallejo,NA,18,1
Heavy Metal,2009,November,33,7,p.19,Tarot Cards: Ace Of Swords,Anthony Palumbo,NA,19,1
Heavy Metal,2009,November,33,7,p.21-28,Reruns,JosefRother and Luca Erbetta,NA,21,8
Heavy Metal,2009,November,33,7,p.30-33,Silver Bullets In My Gun,Milan Uvrtacev,NA,30,4
Heavy Metal,2009,November,33,7,"p.35-63, 101",Arawn: Bran The Damned,117 - Ronan Le Breton and SbastienGrenier,NA,35,30
Heavy Metal,2009,November,33,7,p.66-75,Colt The Outlander: Dog Star II,"Robert C. Aradio,Dominic Aradio Jr., and Dante Giovanni",NA,66,10
Heavy Metal,2009,November,33,7,p.76,Colt The Outlander: Colt TechSheet,Dominic Aradio Jr.,NA,76,1
Heavy Metal,2009,November,33,7,p.77,Colt The Outlander: Queen Nakita,Robert C. Aradio,NA,77,1
Heavy Metal,2009,November,33,7,p.80-87,DTOX,Frank Forte and Nenad Gucunja,NA,80,8
Heavy Metal,2009,November,33,7,p.90-91,Caveman,Tayyar zkan,NA,90,2
Heavy Metal,2009,November,33,7,p.92-99,Threads Of Fate,"Ricardo GonzlezLlarena, Milton Sobreiro, and Felipe Sobreiro",NA,92,8
Heavy Metal,2009,November,33,7,p.119-122,Artist Studio:Kronos,R. A. Williams,NA,119,4
Heavy Metal,2009,November,33,7,Back Cover,NA,"""Man Eater"" - Greg Andrews",NA,123,1
Heavy Metal,2010,January,33,9,Cover,NA,James Ryman,NA,0,1
Heavy Metal,2010,January,33,9,p.04-05,Captive?,Brian Vigue,NA,4,2
Heavy Metal,2010,January,33,9,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2010,January,33,9,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2010,January,33,9,p.12-15,Gallery: Scott Burton,"""Gallery: Scott Burton""",NA,12,4
Heavy Metal,2010,January,33,9,p.17,TarotCards: Two Of Pentacles,Julie Bell,NA,17,1
Heavy Metal,2010,January,33,9,p.18,Tarot Cards: Six Of Wands,Boris Vallejo,NA,18,1
Heavy Metal,2010,January,33,9,p.19,Tarot Cards: King Of Wands,Julie Bell,NA,19,1
Heavy Metal,2010,January,33,9,p.21-23,Insomnia,Miguel Guerra and Suzy Dias,NA,21,3
Heavy Metal,2010,January,33,9,p.25-30,Windows,MauroBalloni,NA,25,6
Heavy Metal,2010,January,33,9,"p.32-57, 98",Mortemer,117 - Valrie Mangin and Mario Alberti,NA,32,27
Heavy Metal,2010,January,33,9,p.59-67,The Orange Tale,Marco Dominici,NA,59,9
Heavy Metal,2010,January,33,9,p.70-71,Gallery: SanDiego Comic Con,"""Gallery: SanDiego Comic Con""",NA,70,2
Heavy Metal,2010,January,33,9,p.72-83,The Spirit And The Flesh,Josef Rother and LeeO'Connor,NA,72,12
Heavy Metal,2010,January,33,9,p.84-95,Zen: Intergalactic Ninja: Alien Vs. Demon: Part 2,"Steve Stern, Joel Orbeta, Frank Forte, and Robert V. Conte",NA,84,12
Heavy Metal,2010,January,33,9,p.119-122,ArtistStudio: Axel Medellin,"""ArtistStudio: Axel Medellin""",NA,119,4
Heavy Metal,2010,January,33,9,Back Cover,NA,"""Warrior Batya"" - Scott Burton",NA,123,1
Heavy Metal,2010,March,34,1,Cover,NA,"""Steampunk Doll"" - Lorenzo Sperlonga",NA,0,1
Heavy Metal,2010,March,34,1,p.04-05,Victory,Jaime Carrillo,NA,4,2
Heavy Metal,2010,March,34,1,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2010,March,34,1,p.06,LettersTo The Editor,"""LettersTo The Editor""",NA,6,1
Heavy Metal,2010,March,34,1,p.08-09,Dossier: Alan Bean: The Solar System's Best-TraveledArtist,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2010,March,34,1,p.11-14,Gallery: J. MatthewRoot,"""Gallery: J. MatthewRoot""",NA,11,4
Heavy Metal,2010,March,34,1,p.16,Tarot Cards: Page Of Pentacles,Boris Vallejo,NA,16,1
Heavy Metal,2010,March,34,1,p.17,Tarot Cards: Five Of Cups,David Palumbo,NA,17,1
Heavy Metal,2010,March,34,1,p.18,Tarot Cards: Eight OfPentacles,Anthony Palumbo,NA,18,1
Heavy Metal,2010,March,34,1,p.20-27,Two Little Sisters And A Riddle,Ferran Xalabarder,NA,20,8
Heavy Metal,2010,March,34,1,"p.29-53, 98",Requiem #8,"120 - Pat Mills, Olivier Ledroit,and Jacques Collin",NA,29,26
Heavy Metal,2010,March,34,1,p.55-70,"Forgive Me, Father",Adriano Baroneand Rom,NA,55,16
Heavy Metal,2010,March,34,1,p.74-79,On Stage,Jean-Michel Darlot and Iaki Gonzalez Holgado,NA,74,6
Heavy Metal,2010,March,34,1,p.82-95,The Great Medicine,"Alfonso Azpiri, Carlos Gimnez, and JackLondon",NA,82,14
Heavy Metal,2010,March,34,1,p.124-125,MeCaveman,Tayyar zkan,NA,124,2
Heavy Metal,2010,March,34,1,p.127-130,ArtistStudio: Gregory Manchess,"""ArtistStudio: Gregory Manchess""",NA,127,4
Heavy Metal,2010,March,34,1,Back Cover,NA,Moritat,NA,131,1
Heavy Metal,2010,May,34,3,Cover,NA,Daniel LuVisi,NA,0,1
Heavy Metal,2010,May,34,3,p.04-05,Pink & Black Days,Susan Heidi,NA,4,2
Heavy Metal,2010,May,34,3,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2010,May,34,3,p.08-09,Dossier: Kickin' ItOld Skool,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2010,May,34,3,p.09,Dossier: Director Anky CyriaqueDebuts First Short Film On iTunes,Steven C. Ringgenberg,NA,9,1
Heavy Metal,2010,May,34,3,p.11-14,Gallery:Jeff Slemons,"""Gallery:Jeff Slemons""",NA,11,4
Heavy Metal,2010,May,34,3,p.16,Tarot Cards: The Lovers,Julie Bell,NA,16,1
Heavy Metal,2010,May,34,3,p.17,Tarot Cards: Six Of Swords,Boris Vallejo,NA,17,1
Heavy Metal,2010,May,34,3,p.18,Tarot Cards: ThreeOf Wands,David Palumbo,NA,18,1
Heavy Metal,2010,May,34,3,p.20-30,Voodoo-Derivate,Bernd Frenz andCarsten Drr,NA,20,11
Heavy Metal,2010,May,34,3,"p.31-54, 97",Regulator #4: 666 A.I.,"118 - ric Corbeyran,Marc Moreno, and ric Moreno",NA,31,25
Heavy Metal,2010,May,34,3,p.56-61,Phantom Of The Coliseum,"AndreaLovinelli, Yann Gourhant, and Delphine Rieu",NA,56,6
Heavy Metal,2010,May,34,3,p.63-72,Circus Of Revelations!,Ricardo Gonzlez Llarena and Hctor Germn Santarriaga,NA,63,10
Heavy Metal,2010,May,34,3,p.74-80,LonelyCry In Space,Miguel Guerra and Suzy Dias,NA,74,7
Heavy Metal,2010,May,34,3,p.82-87,Dark Pandemonium,Stefano Cardoselli and Rita Gorgoni,NA,82,6
Heavy Metal,2010,May,34,3,p.90-92,Thank You Monsieur Forest,"Maurilio ""Milo"" Manara",NA,90,3
Heavy Metal,2010,May,34,3,p.119-122,Artist Studio: Julian Lytle,"""Artist Studio: Julian Lytle""",NA,119,4
Heavy Metal,2010,July,34,4,Cover,NA,"""The Neverending Sparkle""- Luis Royo",NA,0,1
Heavy Metal,2010,July,34,4,p.04-05,Desert Warrior,Ben Otero,NA,4,2
Heavy Metal,2010,July,34,4,p.06,Publisher'sNote,Kevin Eastman,NA,6,1
Heavy Metal,2010,July,34,4,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2010,July,34,4,p.08,Dossier:A Long-Overdue Salute To The King Of The Rocket-Jockeys!,Steven C. Ringgenberg,NA,8,1
Heavy Metal,2010,July,34,4,p.09,Dossier: The Ray Gun Goes Steampunk!,Steven C. Ringgenberg,NA,9,1
Heavy Metal,2010,July,34,4,p.09,"Dossier: Robert McCall, Earth's Greatest Space Painter, Dead At90",Steven C. Ringgenberg,NA,9,1
Heavy Metal,2010,July,34,4,p.11-14,Gallery: Dan LuVisi,"""Gallery: Dan LuVisi""",NA,11,4
Heavy Metal,2010,July,34,4,p.16,Tarot Cards: Four Of Cups,Julie Bell,NA,16,1
Heavy Metal,2010,July,34,4,p.17,Tarot Cards: Two Of Cups,Boris Vallejo,NA,17,1
Heavy Metal,2010,July,34,4,p.18,Tarot Cards: Five Of Swords,Anthony Palumbo,NA,18,1
Heavy Metal,2010,July,34,4,p.20-27,Remnants,"Ricardo Gonzlez Llarena, Milton Sobreiro, and FelipeSobreiro",NA,20,8
Heavy Metal,2010,July,34,4,p.29-33,The Big Payback,Clayton McCormack,NA,29,5
Heavy Metal,2010,July,34,4,"p.35-58, 96",The Epic Of Gilgamesh: Uruk's Throne,121- Julien Blondel and Alain Brion,NA,35,25
Heavy Metal,2010,July,34,4,p.60-67,The Voices Of Time,"Ernesto III Yip, Hugo Armburo, and EmmanuelOrdz",NA,60,8
Heavy Metal,2010,July,34,4,p.70-77,Priest Of The Time Island,"Abraham Martnez Azuara,Csar Rafael Gaspar Gonzalez, and Ulises Grostieta",NA,70,8
Heavy Metal,2010,July,34,4,p.79-83,A Great Catch,Mark Shields,NA,79,5
Heavy Metal,2010,July,34,4,p.86-93,Cold Day In Hell,Alessio Landi and LauraSpianelli,NA,86,8
Heavy Metal,2010,July,34,4,p.124-125,Caveman,Tayyar zkan,NA,124,2
Heavy Metal,2010,July,34,4,p.127-130,Artist Studio:Justin Norman,"""Artist Studio:Justin Norman""",NA,127,4
Heavy Metal,2010,September,34,6,Cover,NA,"""Lost Angel"" - Simon Bisley",NA,0,1
Heavy Metal,2010,September,34,6,p.04-05,Mother Winter,Jos Gabriel,NA,4,2
Heavy Metal,2010,September,34,6,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2010,September,34,6,p.08-09,Dossier: Death Of An Art Legend Frank FrazettaR.I.P.,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2010,September,34,6,p.11-14,Gallery: Andrew ,"""Gallery: Andrew ""Bones"" Jones""",NA,11,4
Heavy Metal,2010,September,34,6,p.16,Tarot Cards: Eight Of Wands,Julie Bell,NA,16,1
Heavy Metal,2010,September,34,6,p.17,Tarot Cards:Justice,Boris Vallejo,NA,17,1
Heavy Metal,2010,September,34,6,p.18,Tarot Cards: Transcendance,David Palumbo,NA,18,1
Heavy Metal,2010,September,34,6,p.20-27,The Sun Will Die Blind,Jerome Eyquem,NA,20,8
Heavy Metal,2010,September,34,6,"p.28-53, 95",Fluorescent Black: Conclusion: The Future Is So Bright...,"117- Matt F. Wilson,Nathan Fox, and Jeromy Cox",NA,28,27
Heavy Metal,2010,September,34,6,p.54-61,The Woodsman And The Dryads,"Abraham Martnez Azuara, Adrin Montoya, Vinicius Atanazio, and Geoffrey Chaucer",NA,54,8
Heavy Metal,2010,September,34,6,p.62-67,Joe In The Future,"Horatio Weisfeld, Floyd Hughes, and PeterKoch",NA,62,6
Heavy Metal,2010,September,34,6,p.69-76,Off The Deep End,"Chuck Wagner, Irapuan Luiz, Tom Luth,and Michelle Fiorucci",NA,69,8
Heavy Metal,2010,September,34,6,p.80-94,Three Little Murders,Phil Cohen andGlenn Turner,NA,80,15
Heavy Metal,2010,September,34,6,p.119-126,Colt The Outlander: Stormbringer,"Robert C. Aradio,Dominic Aradio Jr., Dante Giovanni, and Kevin Siembieda",NA,119,8
Heavy Metal,2010,September,34,6,Back Cover,NA,"""Ice Faeries"" - J.K. Woodward",NA,127,1
Heavy Metal,2010,November,34,7,Cover,NA,Bane,NA,0,1
Heavy Metal,2010,November,34,7,p.04-05,BorrowedMemories,Yannick Bouchard,NA,4,2
Heavy Metal,2010,November,34,7,p.08,Tarot Cards: Judgement,JulieBell,NA,8,1
Heavy Metal,2010,November,34,7,p.09,Tarot Cards: The Fool,Julie Bell,NA,9,1
Heavy Metal,2010,November,34,7,p.10,Tarot Cards:The High Priestess,Julie Bell,NA,10,1
Heavy Metal,2010,November,34,7,p.12-15,Gallery: Michael J. Penn,"""Gallery: Michael J. Penn""",NA,12,4
Heavy Metal,2010,November,34,7,p.18-19,Dossier: When Superman Got Kinky!,Steven C. Ringgenberg,NA,18,2
Heavy Metal,2010,November,34,7,p.18,Dossier: Space Vixens Conquer The Universe!,Steven C. Ringgenberg,NA,18,1
Heavy Metal,2010,November,34,7,p.19,Dossier: Attack Of The Alien Cuties,Steven C. Ringgenberg,NA,19,1
Heavy Metal,2010,November,34,7,p.21-24,1969,Stanislas Manoukian and Vincent Roucher,NA,21,4
Heavy Metal,2010,November,34,7,"p.26-53, 99",Biocosmosis: Savas,"117 -Edvin Volinski, Nikodem Cabala, and Grzegorz Krysinski",NA,26,29
Heavy Metal,2010,November,34,7,p.56-63,Those Who Accept,Ricardo Gonzlez Llarena and Axel Medellin,NA,56,8
Heavy Metal,2010,November,34,7,p.66-75,The Goddess Who Lives Inside,Ferran Xalabarder,NA,66,10
Heavy Metal,2010,November,34,7,p.78-81,The Lovers Of The Eiffel Tower,Annie Goetzinger,NA,78,4
Heavy Metal,2010,November,34,7,p.83-96,A TaleOf Argstein: The Last Kiss,Josef Rother and Eckart Breitschuh,NA,83,14
Heavy Metal,2010,November,34,7,Back Cover,NA,Edvin Volinski,NA,97,1
Heavy Metal,2011,January,34,9,Cover,NA,Tariq Raheem,NA,0,1
Heavy Metal,2011,January,34,9,p.04-05,Auria - Goddess Of Sound And MusicalInspiration,Jake Murray,NA,4,2
Heavy Metal,2011,January,34,9,p.08-09,"Dossier: It's 2010, HAL.Do You Know Where Dave And Frank Are?",Steven C. Ringgenberg,NA,8,2
Heavy Metal,2011,January,34,9,p.12-15,Gallery:Al Serov,"""Gallery:Al Serov""",NA,12,4
Heavy Metal,2011,January,34,9,p.16,Tarot Cards: Six Of Pentacles,Julie Bell,NA,16,1
Heavy Metal,2011,January,34,9,p.17,Tarot Cards: Three Of Pentacles,Boris Vallejo,NA,17,1
Heavy Metal,2011,January,34,9,p.18,Tarot Cards:Ten Of Swords,David Palumbo,NA,18,1
Heavy Metal,2011,January,34,9,p.20-25,Fiendy,Gary Terrence Becks,NA,20,6
Heavy Metal,2011,January,34,9,p.27-32,The Halo-Marketeer,"Horatio Weisfeld, Trevor Von Eeden, PatriciaRaubo, and Peter Koch",NA,27,6
Heavy Metal,2011,January,34,9,"p.34-58, 97",Wisher,117 - Giulio De Vitaand Sebastien Latour,NA,34,26
Heavy Metal,2011,January,34,9,p.62-68,Good Business,Simon Roy,NA,62,7
Heavy Metal,2011,January,34,9,p.70-83,War Of The Worlds: Goliath: Cargo,"Joe Pearson, Gavin Yap, U-En Ng, Nanzo, andZedd",NA,70,14
